text,labels
Một đứa bé 14 đi xe_đạp điện đã mất rồi còn đổ tội cho cháu nữa thì tao cũng đến ạ luôn . Trong khi cái xe_tải đi ngược chiều lấn đường thì vô_tội . Đúng là CÔNG_LÝ ở Việt_nam chỉ là một diễn_viên HAIZZZZZZZZZZZZZZZZZZZZZZZZZZZZ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Một đời bốc mứt,"[0,0,0,0,0,0]"
Một điều chắc_chắn Con_trai ko bao_giờ làm như_vậy,"[0,0,0,0,0,0]"
Một đại_gia từng nói,"[0,0,0,0,0]"
"Một con sâu làm sầu nồi canh , làm xấu hình_ảnh đẹp của đôi diễu_binh","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Một con_người vô_ý_thức,"[1,1,0]"
Một con_người mà có chết đi cư_dân mạng cũng muốn nó sống đee trả nghiệp thì đủ biết ng dân oán_hận nó tới mức_độ nào .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Một cảm_giác rất tuyệt_vời,"[0,0,0,0]"
Một cái lễ trang_nghiêm gặp Mấy con_mẹ điên làm xấu đất nc,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Một cái kết thật xót_xa,"[0,0,0,0,0,0]"
một cái kết thật xót_xa,"[0,0,0,0,0,0]"
Một cái giá đáng nhớ cho cái tội_lỗi gây ra nhưng lại vô_tâm thờ_ơ trước nỗi đau mất_mát đứa con được người cha trân quý hơn vàng_bạc là đây nha . kẻ nào cứ vô_tâm đi rồi cũng sẽ có nghiệp trả . ngày_nay nhân_quả nhãn_tiền đến nhanh lắm nè,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Một cái clip từ nhà nạn_nhân , nhưng mà nó lạ lắm , toàn bị ăn chửi vẫn chưa thấy hả_dạ","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0]"
một cái clip từ nhà nạn_nhân nhưng mà nó lạ lắm toàn bị ăn chửi vẫn chưa thấy hả_dạ,"[0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0]"
Một biển người . đông vui quá tự_hào lắm Việt_Nam ơi,"[0,0,0,0,0,0,0,0,0,0,0]"
"Một bé gái mới có 14 tuổi , đang là học_sinh cấp 2 thì có_thể làm được gì để gây nguy_hiểm cho xã_hội cơ chứ ? Tội_nghiệp cháu quá ! Chúc cháu được siêu sinh tịnh_độ nơi cõi Phật ! Cháu có một người cha thật là vĩ_đại , làm tất_cả để minh_oan cho con_gái 🙏 🙏 🙏","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Một bé gái mới 14 tuổi_đầu thì làm được cái nỗi gì mà gọi là mối nguy_hiểm cho xã_hội 
 Thương con quá bé ơi","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Một bàn_tay tre được cả bầu_trời 1 . người làm quan cả dòng_họ được nhờ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mộng sau công_lý pháp_luật nhà_nước Việt_Nam ! Thực_thi Theo công_lý đúng sai thì hết vụ án cứ sai nữa sẽ có vụ án tiếp nữa,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mông_sao Áo Vàng vẫn còn sống để là nhân_chứng cho việc khuất_tất đưa Hối_Lộ ( nếu có ) , như_vậy sẽ có nhiều Phạm_Nhân ra Toà đối_chất và nhận hậu_quả ( Nghiệp )","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mông rằng nhân_quả sẻ đến sớm với những người có tâm_địa .,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Mông cho cuộc_đời còn lại của thằng này chỉ bốc c ứ t mà ăn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mông cấp thẩm_quyền cao nhất xử_lý nghiệm lại vụ án,"[0,0,0,0,0,0,0,0,0,0]"
Mông cấp cao vào_cuộc lôi kẻ bao_che ra lấy lại công_bằng cho bé thương_xót hai cha con,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mông_anh sớm bình_phục xuất khoẻ để xem mọi người bình_luận về anh,"[0,0,0,0,0,0,0,0,0,0,0]"
"Mông anh chồng xen clip này , rồi về nhốt lại ko gây hại người khác","[1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0]"
Mồm vén lên như cái bồn_cầu,"[1,1,1,1,1,1,1,0]"
Mồm thối_viên da mặt con người_ta,"[1,1,1,1,1,1,0]"
Mồm thối_hoắc mà hôn_hít 😝 😝 😝,"[0,0,0,0,0,0,0,0]"
"môm nói có truyền_thống mà trong video nó chửi k trượt phát nào , bị bị phát_hiện chắc còn đang chửi : ) )","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0]"
"Mồm như mỏ cá_tra , chuyên ăn shit ...","[0,0,0,0,0,0,0,1,1,1,0,0]"
mồm như mỏ cá_tra chuyên ăn shit,"[0,0,0,0,0,1,1,1,0]"
Mồm dĩm đồn mà dĩm,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Mồm cha ra chứ ai đồn 🤣 🤣 👍 👍 🤣,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mỗi người nhường nhau numbr xíu cho xg chuyện lm vậy hk hay_ho gì cả,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mỗi người nhường nhau 1 xíu cho xg chuyện . Lm_vậy hk hay_ho gì cả,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mỗi người có đều có cái số,"[0,0,0,0,0,0,0,0,0]"
Mỗi người 1 cách thể_hiện tình_cảm nhưng đang cái lúc nghiêm_túc thì như_vậy là vô_ý_thức nặng 😠 😠,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mỗi ng numbr cục cứt đủ đằm chết nó r,"[0,0,0,0,0,0,1,1,1,1,1,1,0,0,0]"
mỗi ng 1 cục cứt đủ đằm chết nó r,"[0,0,0,0,1,1,1,1,1,1,0,0,0]"
Mỗi năm bế nó lên 1 lần đi,"[0,0,0,0,0,0,0,0,0,0]"
Mỗi lần đồn cái cha dắt vợ ra chụp hình cưới 🤣,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mỗi lần đọc tới tin về vụ này lại thấy nghẹn ở cổ . Thương lắm nhưng cũng chẳng có cách nào , càng không thấy hi_vọng .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mỗi lần đọc tới tin về vụ này lại thấy nghẹn ở cổ thương lắm nhưng cũng chẳng có cách nào càng không thấy hi_vọng,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mổi khi đả dồn người_ta đến đường cùng thì chuyện gì củng có_thể làm được kể_cả hy_sinh_mạng sống,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mỗi e chuẩn_bị 8 tiệu,"[0,0,0,0,0,0,0]"
Mỗi đứa 20 củ là ước gì được đó luôn 😂,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Môi dĩm còn đỏ hơn bà quỳnh nữa,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mỗi cô bà có gia_đình vẫn mê ông này có vẻ là ck mình trong thực_tế khoảng_cách xa nhau so với ông này . Mấy bà_cô chắc chán ck mình suốt ngày hút thuốc , đi nhậu , đánh vk , béo bụng xấu trai . Mà nếu may đước một ck như ông này thật_sự hạnh_phúc mấy_đời .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Môi chu rẻ đó hơn mỗi có dâu rồi nha,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Mô_Vũ,"[0,0]"
"Mồ tổ cha mày . Đăng mà cũng lược bỏ đi chi_tiết : Cty hổ trợ 1thùng number one , bình đựng nước_đá . Nhưng anh này ... tham thêm 1chút là đòi 10 thùng number one . Đừg ngu mà tỏ nguy_hiểm_nha_ad","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0]"
Mô phật tội_lỗi tội_lỗi oan oan tuơng báo bao_giờ chấm_dứt đây,"[0,0,0,0,0,0,0,0,0,0]"
Mô phật nhiều người rủa quá Chắc mình không cần rủa thêm,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mô_phật,"[0,0]"
mô phật,"[0,0,0]"
Mô_Phật,"[0,0]"
Mổ não sau_này có khỏe lại thì cũng bị tắc ngơ thôi . liên_quan đến não thì khó trở_lại bình_thường dc lắm,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mổ não rồi , thằng nào cho cầm vô_lăng , thì thằng đấy lôn ằn","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mỗ não rồi , sau_này cung k dc bình_thường . Cho mày chết thì khỏe cho mày quá . Sống mang bệnh trả nợ đến chết mới đúng tội .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mô mà sèm khát dữ rứa bay,"[0,0,0,0,0,0,0,0,0,0]"
Mô_hình hót thì . Mở nhiều chi_nhánh . Bão gòa rồi thu nhỏ lại thôi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mô bụng tháng tại xế , lấy gan rồi hãy tự_sát bán nó có chết đầu ,","[0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0]"
Monica Nguyen_méeeeee,"[0,0,0]"
Mong vụ này ko chìm 😀 gốc thằng thủ_phạm còn sống đc lôi ra ánh_sáng . Nước phải lấy dân làm Gốc . Để dân cùng_đường như thế này thì ko ổn . Mong_bác Lâm_trảm thật công_tâm vụ này,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong vụ này đưa ra ánh_sáng lại khối thằng ăn cơm nhà_nước,"[0,0,0,0,0,0,0,0,0,0,0,0]"
mong ủy_ban các cấp xem sét đúng người đúng tội,"[0,0,0,0,0,0,0,0,0,0,0]"
Mong tìm lại sự công_bằng cho gia_đình,"[0,0,0,0,0,0,0]"
Mong tìm lại công_bằng cho bé,"[0,0,0,0,0,0,0]"
"Mong thằng tài_xế này còn sống , và Tổng_bí_thư , Bộ_trưởng Bộ CA cho mở cuộc điều_tra làm sáng_tỏ mọi việc .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong thằng này sống ko bằng chết phần đời còn lại để bù_đắp phần_nào nỗi bất_hạnh cho 2 cha con,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong thằng này khùng tâm_thần cả đời,"[1,1,1,1,1,1,1,0]"
"Mong_thằng kia k chết , mà hãy để nó sống tàn sống tật , bị điên bị khùng cuối phá ngày_đêm cho cả nhà nó phải trả_nghiệp","[0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0]"
Mong thằng đó sống . Sống đời thực_vật,"[0,0,0,0,0,0,0,0,0]"
Mong thằng chó này sống mà khổ hơn chết,"[0,0,0,0,0,0,0,0,0,0,0]"
Mong thành người thực_vật cho biết cảnh khổ với ta,"[1,1,1,1,1,1,1,1,1,1,0]"
Mong sớm có câu tl,"[0,0,0,0,0,0,0,0]"
Mong sống không được lành_lặn an vui,"[1,1,1,1,1,1,1,0]"
mong sẽ tìm cho công_bằng cho 2 cha con dc siêu_thoát,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Mong_sao sống thành người thực_vật cả đời như vây cho a co gia đi thanh_thản cũng vì la ăn hối lô đem gia mới đến ngày hôm_nay,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0]"
Mong_sao qua vụ án này nhưng ông_bà nào đổi trắng thay đen các vụ án thì mở_mắt ra kẻo nghiệp quật ba đời dòng_họ sống cũng như chết .,"[0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0]"
Mong_sao pháp_luật làm đúng người đúng tội chứ oan_ức cho cháu . Chỉ biết rằng người dân thấp bé cổ_họng mong công_bằng đến với cháu . Cha làm sai pháp_luật nhưng đổi lại lấy đc công_bằng cho con . Hy_sinh đời cha ...,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong_sao pháp_luật làm cho đúng đừng vì mấy đồng_tiền mà làm mất hết lương_tâm những người cầm cân mà làm sai thì phải chịu hậu_quả ông trời không tha_thứ đâu,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong sao nó thực_vật để chả nợ đòi,"[0,0,0,0,0,0,0,0,0]"
Mong_sao nó thực_vật để chả nợ đòi,"[0,1,1,1,1,1,0]"
Mong_sao nó sống thực_vật muôn_đời,"[0,1,1,0]"
Mong_sao nó k chết . phải sống dở chết_dở thì cái kết nó mới có_hậu . chứ vì nó mà 2 mạng người phải chết rồi,"[0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0]"
Mong sao Nạn nhận trỡ về bị ãnh hưỡng thần_kinh,"[1,1,1,1,1,1,1,1,1,1,1,1,0]"
Mong_sao mấy đứa nhận mãi lộ làm sai luật . Phải trả_giá nữa kia,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong_sao đừng dẫm đạp . Ở nhà xem mọi góc_quay chuyên_nghiệp hay hơn,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"Mong_sao cuộc_sống_còn lại của họ , sống mà đau hơn chết mới hả_dạ .","[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong_sao cho nạn_nhân lơ_mơ trở_lại cuộc_sống để gia_đình có cơ_hội chăm_sóc,"[0,1,1,1,0]"
Mong_sao các MTQ giúp_đỡ cho vợ_con chú ấy ! Khổ_thân nghe nói còn lại mấy đứa con nhỏ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong_sao a cứ nằm im cả đời một chỗ để GĐ dòng tộc tha_hồ bưng bô . .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong s nó bại_liệt nằm 1 chô v á,"[1,1,1,1,1,1,1,1,1,1,0]"
Mong rằng sau vụ này có được tiếng_nói của ai đó lật lại vụ án và đưa tất_cả mọi việc ra ánh_sáng xét_xử lại tìm lại sự công_bằng cho hai bố con họ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong rằng pháp_luật và xã_hội người vn luôn vững_vàng dấu tranh cho những người bao_che làm xấu đi hiến_pháp và con_người vn … thân,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong rằng pháp_luật sử đúng người đúng tội trả lại công_bằng cho gia_đình,"[0,0,0,0,0,0,0,0,0,0,0,0]"
mong rằng nó sống mà ngơ_ngơ_ngáo ngáo bệnh hành nó hết quảng_đời của nó còn lạiđể nó sống ko đuoc yên,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong rằng nó sống mà ngơ_ngơ_ngáo ngáo bệnh hành nó hết quảng_đời của nó còn lại ... . để nó sống ko đuoc yên ... . .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong rằng nó còn sống thực_vật để trả nghiệp nó đã tạo ra .,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0]"
Mong rằng người nạn_nhân này sống … nếu trí_óc vẫn còn tỉnh_táo … thì mong anh ấy sống và hành xử đúng nhân đúng nghĩa với nhưng hệ_lụy sau khi sự_việc xảy ra … cho người mất đc nhắm_mắt an lòng 😞,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mọng rằng nạn_nhân sẽ bị khùng khùng điên điên tự bốc phân mình ăn_hàng ngày,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Mong rằng nạn_nhân có vấn_đề về thần_kinh sau_này cứ rung_rinh ăn_nói linh_tinh lại tưởng mjh thông mjh phát dồ : ) ) ),"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]"
mong rằng nạn_nhân có vấn_đề về thần_kinh sau_này cứ rung_rinh ăn_nói linh_tinh lại tưởng mjh thông mjh phát dồ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mong rằng mọi người dân Việt_Nam được hưởng sự công_bằng , sự_thật là chân_lý .","[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong rằng luật_pháp của đất_nước Việt_Nam trả lại công_lý cho 2 bố con đã chết để cho 2 bố con đã chết được siêu_thoát,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong rằng gia_đình thằng tai xế sẽ không yên_ổn để đi ăn Sinh,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong rằng cong lý đòi lại công_bằng cho 2 cha con còn thằng tài_xế thì sống đòi thục vật cũng tạm để đó,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong PL Việt_Nam ! điều_tra dây mơ rễ má . . đừng để dân đen ko có tiếng_nói . 2 mạng quá chua_xót !,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong PL vào_cuộc,"[0,0,0,0]"
mong pl vào_cuộc,"[0,0,0,0,0]"
Mong pháp_luật xử_lý tên này để đòi lại công_bằng cho cha con_cháu bé mà phải tìm ra người đứng sau tên tài_xế này,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong pháp luât xem lai bản_án để pháp luât đươc công_minh gỉai oan cho cháu và gia_đình,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong Pháp_luật vn xét_xử công_bằng vụ này … tội cho hai cha con anh phúc quá … Nam_Mô A_Di_Đà_Phật,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong pháp_luật vn trả lại công_bằng cho họ .,"[0,0,0,0,0,0,0,0,0]"
Mong pháp_luật Việt_Nam lấy lại công_bằng cho hai bố con,"[0,0,0,0,0,0,0,0,0]"
Mong pháp_luật su cong minh cong_bang,"[0,0,0,0,0,0]"
mong pháp_luật sớm trả lại công_bằng cho 2 cha con,"[0,0,0,0,0,0,0,0,0,0]"
Mong pháp_luật nhà_nước xử_dụng người dung toi,"[0,0,0,0,0,0]"
Mong pháp_luật lấy lại công_bằng cho gđ 2 con_con .,"[0,0,0,0,0,0,0,0,0,0]"
Mong pháp_luật lấy lại công_bằng cho 2 cha con .,"[0,0,0,0,0,0,0,0,0,0]"
Mong pháp_luật làm sáng_tỏ để dân được yên_lòng,"[0,0,0,0,0,0,0]"
Mong pháp_luật hãy đem lại công_bằng cho cha con họ,"[0,0,0,0,0,0,0,0,0,0]"
mong pháp_luật công_bằng,"[0,0,0]"
"Mong pháp_luật , tìm ng xử vụ này , chấm_mút gì ko ,","[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong pháp công_bằng,"[0,0,0,0]"
Mong ông CT nước sớm nhận được thư của gia_đình kêu oan,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong nó tàn_phế suốt cuộc_đời … chứ thể_loại sống vậy cho dơ xh .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong nó sống vật_vờ,"[1,1,1,1,0]"
Mong Nó sống thực_vật cũng đc,"[0,0,0,0,0,0,0]"
"Mong nó sống thực_vật cả cuộc_đời còn lại , ỉa di_đái_dầm nằm một chỗ để ngẫm về luật nhân_quả ở đời .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong nó sống thực_vật ăn ỉa tại_chỗ hành cả lò nhà nó suốt đời,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong nó sống tàn_tật vặn_vẹo cả đời để trả nghiệp từ từ hoặc thực_vật càng tốt,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Mong nó sống k bằng chết ! Vì sự vổ tâm của nó mà người cha phải chết,"[0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mong nó sông hâm hâm dở_dở - chết k chết dc - không thì k ra người , cầu trời ,","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mong nó sống đến 100 tuổi ,","[0,0,0,0,0,0,0,0,0]"
Mong nó sống để nữa đời còn lại nó sẽ sống với niềm ăn_năn và 1 lương_tâm đầy tội_lỗi . Hằng đêm mỗi khi nhắm_mắt hình_ảnh của 2 cha con đã chết luôn hiện_hữu trong đầu nó .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong nó sống để mới ra kẻ đứng sau làm sai_lệch vụ án rồi nó chết cũng chưa muộn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]"
Mong nó sống để là gánh nặng cho gia_đình nó,"[0,0,0,0,0,0,0,0,0,0,0]"
Mong nó sống cũng thành tật 🫠 😂,"[1,1,1,1,1,1,1,0,0,0]"
Mong nó sẽ đền_tội xứng_đáng .,"[1,1,1,1,1,0]"
Mong nó mắt vẫn thấy tai vẫn nghe mà không lzi dk . sống 1 cuộc_sống người thực_vật cjo n trả nợ_đời,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong nó đừng có chết . Chỉ phải nằm một chỗ mà suy_nghĩ sự_đời,"[0,0,0,0,0,1,1,0,0,0,0,0,0,0]"
Mong nó điên_dại nốt phần đời còn lại !,"[0,0,0,0,0,0,0,0,0,0]"
"Mong nó còn nói được . Viết được … Để nó khai ra , nó đã đút_lót và hối_lộ cho những Quan nào ... đứa nào nhận tiền của nó . Và nó sống như con chó nhốt trong cũi sắt .","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Mong nó có_thể bắt bướm được .,"[0,0,0,0,0,0,0,0]"
Mong nó bại não luôn cho rồi . Hay liệt tứ_chi càng tốt . Để trả mạng cho hai cha con bất_hạnh kia,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong những người thực_thi_công_lý hãy vì lương_tâm của mình lấy lại công_bằng cho bố con anh được an giấc bên kia thế_giới,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Mong nhà_nước trả lại sự công_bằng cho gia_đình chú Phúc ,","[0,0,0,0,0,0,0,0,0,0]"
Mong người_ta chết cũng k tốt nhưng thôi xin k tốt thêm lần này nữa . kkk,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong người bị_thương hãy sống tiếp rồi trả sự_đời GĐ công_việc tiền Tài đi hết .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong mọi người đều ko sao nhé,"[0,0,0,0,0,0,0,0,0]"
Mong mn giữ_gìn sức_khỏe !,"[0,0,0,0,0,0]"
Mong mn có ý_thức giữ_gìn vs chung k xả rác tại_chỗ 🥰 🥰 🥰 🥰 đó cũng là 1 cách yêu nước văn_minh,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong mấy bác cấp cao vào_cuộc để trả lại công_bằng cho hai cha con,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong mày sống kg bằng chết .,"[0,0,0,0,0,0,0,0,0]"
Mong_mạnh thường quân lo giúp cho những người ở lại của gia_đình,"[0,0,0,0,0,0,0,0,0,0,0,0]"
mong mạnh thường quân lo giúp cho những người ở lại của gia_đình,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
mong luật_pháp nhà_nước tìm lại công_bằng cho hai cha con nhà này những người bao_che cần phải xử_lý nghiêm cho dân yên_tâm,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong luat phap trung tri nhung ke bao_che som tim ra nhung ke kg dao duc gay tai nan gt kg qưan trong mang nguoi nguoi cha uac uc 2 mang nguoi nam xuong mong_moi su som tim ra anh sang,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong lu . ậ . t_ph . á . p nh . . à nư . . ớ . c tìm lại công_bằng cho hai cha con nhà này . Những người ba . o ch . e cần phải x . ử l . . ý ngh . i . ê . m . Cho dân yên_tâm .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong linh_hồn con chết oan về báo_oán đòi mạng tụi nó cho tụi nó chết thảm,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Mong là thành người thực_vật A_di_đà phật,"[0,0,0,0,0,0,0]"
Mong la thang tx nay no song 1 cuoc doi thuc vat de cho no ném trai nhung gi no da gay ra .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong là ô trời có_mắt,"[0,0,0,0,0,0]"
Mong là nó sống để trả nghiệp cho đời . chứ nó chết dễ thế_thì lại thanh_thản quá .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong là nó sống . Mà sống thực_vật . Nằm đó báo vợ báo con . Để nhận lấy cái nghiệp mà no gây ra,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Mong là nó nằm một chỗ để trả_nghiệp để xem quả_báo,"[0,0,0,0,0,0,0,0,0,0,0]"
Mong là nó ăn cơm ngày 80 lần,"[0,0,0,0,0,0,0,0,0,0]"
Mong là m đừng chết để cho chính_phủ vô điều_tra nguyên gia_đình m chuyen này ngon rồi con chó,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
