text,labels
Hàng nay hơi bị ngon 😆😆😆,"[0,0,0,0,0,0,0,0,0,0]"
Hàng hơi bị ngon 🤣,"[0,0,0,0,0,0,0]"
Hàng chất lượng quá,"[0,0,0,0,0,0]"
"Hanala sài gòn nè mình, có đông vui nhưng mà ngột thở đó mình, nguy hiểm phết","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Hana LaHanala sài gòn nè mình, có đông vui nhưng mà ngột thở đó mình, nguy hiểm phết","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Han Doj Den Toj Hồng Trần Hồng Trần bởi đi đường muốn ko ai hơn thua thì đọc hiểu luật cho đúng vô! (Xe đạp điện tuy ko cần bằng lái) .. nhưng cuối cùng vẫn thua đó .. mình đi tham gia giao thông cho đúng cần phải hiểu luật nhớ luật để ko bị hiếp đáp,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hàn Bửu e chắc chưa,"[0,0,0,0,0,0,0]"
hãm vậy mợ :))),"[1,1,1,1,0,0,0,0,0]"
Hãm vậy,"[1,1,1,1,0]"
Hãm v tr,"[1,1,1,1,1,0]"
Ham trai den vay sao,"[0,0,0,0,0,0,0]"
Hãm quá,"[1,1,1,1,0]"
Hãm lồn,"[1,1,1,1,1,0]"
Hãm loz,"[1,1,1,1,1,0]"
Hãm l thật sự =)))),"[1,1,1,1,1,1,1,1,1,1,1,0]"
Hãm l,"[1,1,1,1,0]"
Hãm ghê,"[1,1,1,1,0]"
"Hãm đến vậy là cùng rồi, không ai độ nổi, tới mùa động dục nó vậy, sinh ra bọn nó đã không có não rồi nên cũng kệ","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Hãm đến thế là cùng,"[1,1,1,1,1,1,1,0]"
Haly Mah khí thế oai hùng của chị đòi đi sáng sớm đâu rồi 😂😂😂,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Haizzz.t xấu hổ giùm quá . chắc mấy ngày này ấm ảnh cả đời các anh luôn.đã mệt mỏi còn gặp yêu nghiệt 😂,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Haizzz! 🤧,"[0,0,0,0,0,0,0]"
haizzz,"[0,0,0,0,0]"
Haizz.nóng giận rồi giờ a mất.con a cũng mất.mà tên gây tai nạn lại qua cơn nguy kịch. Phải chi lúc đó a đừng nóng giận cố gắng tìm công lý cho con thì giờ đâu nghe tin này.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Haizz, vậy mà Mỹ nói ko rãi chất độc màu da cam bằng chứng rõ ràng thế kia.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
haizz tới mùa động dục lộng hành còn hơn chó xóm t,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Haizz mất mặt chưa,"[0,0,0,0,0,0,0]"
Haizz mặc áo đội đeo huy hiệu ai đeo khăn quàng má . Nói ko tiếp thu còn can đảm lên đính chính nãn HH . Tui học ngu vãi chưởng còn bik . HH ơi là HH🤣🤣,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"
Haizz đáng buồn thật,"[0,0,0,0,0,0,0]"
haizz đáng buồn thật,"[0,0,0,0,0,0,0]"
Haizz . Lướt toàn thấy,"[0,0,0,0,0,0,0,0]"
haiz mấy dì ơi!,"[0,0,0,0,0,0,0,0,0]"
Haiz Ăn nhiều đường quá sẽ bị tăng động,"[0,0,0,0,0,0,0,0,0,0,0,0]"
haiz,"[0,0,0,0]"
Hải.... quay...à mà thôi.,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"Hài,,ko rửa dc hận,mà còn thiệt mạng oan uổng 😔","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hải Yến yến đang đứng chỗ nào thế :)),"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hải Yến bạn ở đâu dơ tay cho mình coi nào ☺️,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hai vợ chồng đẹp đôi quá mà ai đồn bậy bạ vậy,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
hai viên đạn một viên lép một viên ân huệ vậy mà ko chết mạng hắn cao thật,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hài thiệt chứ 🤣,"[0,0,0,0,0,0]"
Hai tâm thần  áo đỏ  thần trốn trại,"[1,1,1,1,1,1,1,1,1,0]"
Hai quả mới đúng một quả ko đáng cho hai mạng,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hải phòng bên em là tặng lắc bạc lên uống nước chè đã nói chuyện sau,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
hai ong ba dang vao le dai a,"[0,0,0,0,0,0,0,0,0,0,0]"
Hai người fu nữ này có hành động sai quá trớn rồi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hai nạn nhân đã không qua khỏi,"[0,0,0,0,0,0,0,0,0]"
Hai Mẫn combat bà Vượng,"[0,0,0,0,0,0,0,0]"
hai mẫn combat bà vượng,"[0,0,0,0,0,0,0,0]"
"Hai mạng người ko đổi được mạng kẻ ác . Trời cao không có mắt , đúng là trời cao không có mắt 😭😭😭😭","[0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hai hình ảnh cho thấy thằng tx chạy tốc độ nhanh nên xử lý ko kịp ! Lấn hết phần đường ! Về lý đã sai còn về tình cũng sai luôn ! Gây tai nạn dù đúng dù sai ít nhất cũng xuống đốt nhang thăm hỏi gia đình ngta 1 tiếng cũng ko đến nỗi như bây giờ !,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hai em mãi hạnh phúc nhé,"[0,0,0,0,0,0,0,0]"
Hai em hạnh phúc thiệt nhiều cùng 3 con con đáng yêu lắm  con còn nhỏ lắm cố lên ❤️❤️❤️,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hai em đẹp quá nè kkk,"[0,0,0,0,0,0,0,0,0]"
Hai đứa ngu ngốc quần què,"[1,1,1,1,1,1,1,0]"
Hai đứa hư quá hai đứa. Lên phường,"[0,0,0,0,0,0,0,0,0,0,0]"
hai đứa hư quá hai đứa lên phường,"[0,0,0,0,0,0,0,0,0,0]"
Hai đứa bị dở nói chuyện với nhau à,"[0,0,0,0,0,0,0,0,0,0,0]"
"Hai đối tượng hư hỏng, bôi nhọ an ninh","[1,1,1,1,1,1,1,1,1,1,1,1,0]"
Hải Điền,"[0,0,0,0]"
Hài dón,"[1,1,1,1,0]"
Hải DiệuAnh Tran nhìn cảnh này đi nữa hem,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hai cô dâu,"[0,0,0,0,0]"
Hai con trâu hút với nhau,"[0,0,0,0,0,0,0,0]"
hai con trâu hút với nhau,"[0,0,0,0,0,0,0,0]"
Hai con này vừa sổng ở trại ra,"[0,0,0,0,0,0,0,0,0,0,0]"
Hai con mụ,"[0,0,0,0,0]"
Hai con già mất nết khó dạy 😌😌,"[0,0,0,0,0,0,0,0,0,0,0]"
Hai con điên,"[1,1,1,1,0]"
hai con đàn bà ko nên nết😆😆😆,"[1,1,1,1,1,1,1,1,1,1,1,1,0]"
Hai con dở che mặt làm gì.,"[0,0,0,0,0,0,0,0,0,0,0]"
Hai con dế,"[0,0,0,0,0]"
hai con dế,"[0,0,0,0,0]"
Hai con bò hút nhau chí tử,"[0,0,0,0,0,0,0,0,0]"
hai con bò hút nhau chí tử,"[0,0,0,0,0,0,0,0,0]"
hai chị đang diễn lại thời chiến tranh mà 😂,"[0,0,0,0,0,0,0,0,0,0,0,0]"
hai chị đang diễn lại thời chiến tranh mà,"[0,0,0,0,0,0,0,0,0,0,0]"
Hai cháu rất đẹp đôi,"[0,0,0,0,0,0,0]"
Hai cha con về đòi mạng nó,"[0,0,0,0,0,0,0,0,0]"
Hai cha con đến gia đình tên tài xế đòi lại công lý kg cứ ám kg cho ngóc đầu  lên thứ  chó điên,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hai cha con chết oan uổng quá.,"[0,0,0,0,1,0,0,0,0,0]"
hai cha con chết oan,"[0,0,0,0,1,0,0]"
"Hai căn nhà khác hẳn nhau. Chính vì vậy, sai thành đúng mà đúng thành sai là điều đã dc tiên đoán. Hoan hô hẹ thống pháp luật ở cấp cơ sở.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Hai bên đều có lỗi ,,tài xế lỗi vượt không đảm bảo an toàn ,,,bé gái thì không giữ khoảng cách an toàn với bạn chạy phía trước ,,,mà nghe nói tài xế không hỏi hang gia đình hay hổ trợ gì gia đình be gái thì sống k có tình người roi ,dù mình có lỗi hay khong cũng phải hỏi han xin lỗi tiếng thì sự việc cũng k nông nổi thế này ,,,","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hải Anh hình ảnh hải anh và bạn thân giải quyết lẫn nhau ở phố đi bộ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
hải anh hình ảnh hải anh và bạn thân giải quyết lẫn nhau ở phố đi bộ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hahahaha. Tưởng vui ai dè lên phường 😆,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hahaha.. choi gi cũng ngu chỉ có choi ngu la giỏi,"[0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0]"
hahaha t coi mà vừa ý ghê,"[0,0,0,0,0,0,0,0,0,0,0]"
Hahaha ngu hả mày. Toptop toàn bọn não ngắn🤣🤣🤣🤣,"[0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Hahaa Tao thấy lạ từ hôm qua giờ,cừ ẻ","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Haha. Che tên lm gì. Tiện tớ vào combat cho hết nứng nừng đi chứ,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Haha đố thấy e Tam Trinh Mai Ngô,"[0,0,0,0,0,0,0,0,0,0,0]"
haha dui dữ bay :))),"[0,0,0,0,0,0,0,0,0,0,0,0]"
Haha cũng lạ toàn bên hung thủ ko ta mà t đồng ý nha,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Haha bị phạt 50 triệu đồng,"[0,0,0,0,0,0,0,0,0]"
Haha 😂...t biết 2 khứa này 😂,"[0,0,0,0,0,0,0,0,0,0,0,0]"
haha *chúc niềm vui*,"[0,0,0,0,0,0,0,0,0,0]"
Ha Tran gióng gióng,"[0,0,0,0,0,0]"
Hà Tiên omg,"[0,0,0,0,0,0]"
Hà Tiên bữa đi có xíu muốn thở hơi lên r mà lỡ có chen cái này nữa chắc mua bình oxi bự đem theo,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hà Thanh Thảo đi lễ hum 😝,"[0,0,0,0,0,0,0,0,0,0]"
Hà Phương trộm vía chộ cũng đẹp,"[0,0,0,0,0,0,0,0,0,0]"
Hà Phương b vào nam đấy à,"[0,0,0,0,0,0,0,0,0]"
Hà Phạm ê 🥹🥹,"[0,0,0,0,0,0,0]"
"Hà Nội sẽ đc đổi tên thành tp Mao Trạch Đông, đg biên giới VN sẽ đc mở rộng ra tới Tây Tạng. Giải phóng Đài Loan sẽ là nhiệm vụ hàng đầu của nhân dân xhcn, đế quốc Mỹ và bọn tay sai sẽ phải cút khỏi biển đông và biển nam hải. Cùng với Thượng Hải, Bắc K","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hà Nội chúng tôi ngủ mấy giấc rồi 🥱🥱,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Hả nó còn sống hả sao m sống dai vậy,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hà NhưMã Lê Thảo Vy thử tìm ra chính mình coi🤡,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hà Nguyễn vleu khác j quấy rối td k :),"[0,0,0,0,0,0,1,1,1,1,1,1,0,0,0]"
Hà Mỹ Hà Mỹ Duyen,"[0,0,0,0,0,0,0,0]"
há mồm ra chửi trông có chán k :)),"[0,0,0,0,1,0,0,0,0,0,0,0,0]"
há mồm ra chửi trông có chán k,"[0,0,0,0,1,0,0,0,0,0]"
"hà lội văn hiến phải khác người chứ, sống như chưa bao giờ được sống, hít thở ôxy thiên đường là vậy đấy","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hà Linlu  có ở trong đây k m,"[0,0,0,0,0,0,0,0,0,0,0]"
Hà Huỳnh Cười vl kkkk,"[0,0,0,0,1,1,0,0,0,0]"
hà huỳnh cười vl kkkk,"[0,0,0,0,1,1,0,0,0,0]"
Há há....,"[0,0,0,0,0]"
"Ha ha bài này 1000 năm vẫn sử dụng được, chấp cả AI 🤣","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ha ha,"[0,0,0,0]"
Hà Cherry t cười m cũng phải cười 😂😂😂😂😂😂😂,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
hà cherry t cười m cũng phải cười,"[0,0,0,0,0,0,0,0,0,0]"
Hạ cánh an toàn sống được ngày nào hay ngày đó .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hà An YG 🥥 bụng,"[0,0,0,0,0,0,0]"
H.L. Trường,"[0,0,0,0]"
H-KhanhMinh Nguyễn qtr lun kìa😱😱,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
H xem lại vẫn thấy khó thở,"[0,0,0,0,0,0,0,0,0]"
H ra kịp ko chời,"[0,0,0,0,0,0,0,0]"
H nếu có ng nhà làm tỉnh thì lòi cả đống,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
H mới chia sẻ,"[0,0,0,0,0,0]"
"H coi ảnh vẫn k hỉu sao t có thể thoát dc rừng ng đó để về nhà,cứ ngĩ ngồi xe tới sáng","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
H có xử là xử mấy tk tham ô đó,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
H clip lên phuog này mới lên xu huog ne vừa log t lắm 😆,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"H bb3 trơ trẽn vậy luôn à, bảo sao NT lên ngôi thế","[0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0]"
Gửi thêm cho mình nhé,"[0,0,0,0,0,0,0]"
Gpt,"[0,0,0,0]"
gpt,"[0,0,0,0]"
"Gớm, có lỗi với bác CCB kia, chứ xin lỗi cộng đồng mạng làm gì, chả qua sợ ra đường bị chửi nên viết vậy, lại còn hỏi chatGPT nữa thì ạ bạn luôn","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Gớm quá di,"[1,1,1,1,1,0]"
gớm có lỗi với bác ccb kia chứ xin lỗi cộng đồng mạng làm gì chả qua sợ ra đường bị chửi nên viết vậy lại còn hỏi chatgpt nữa thì ạ bạn luôn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
gồng quá gồng rồi dĩm 😁,"[0,0,0,0,0,0,0,0,0,0]"
Gông cổ nó lại cả sao hiền vậy,"[0,0,0,0,0,0,0,0,0,0,0]"
Gồng cả òng họ luôn,"[0,0,0,0,0,0,0,0]"
Gồng à,"[0,0,0,0,0]"
"Gô luôn lịnh cứt dc , chán nghiệp vụ","[0,0,0,0,0,0,1,1,0,0,0,0,0,0,0]"
Goy nl hay gi,"[0,0,0,0,0,0,0,0]"
"Gòy níu ảnh độc thân, vậy bạn có chắc bạn có cửa với ngta hong ((((:","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Goy i.ả đa.í thì như nào ạ 😭😭,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
góm phần làm xấu hình ảnh Phụ Nữ VN là loại này đó,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Gom hết những thèn liên quan , tiễn một lần luôn , thèn nào tuyên án đó tum luôn","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
gọi vnpay ra hoà giải thôi,"[0,0,0,0,0,0,0,0,0]"
gòi nớ lờ dữ dội gồi  tạt cho nó cái dì đại đại đi cho nó tỉnh,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Gọi là sát nhân chứ nạn nhân cái gì,"[0,0,0,0,0,0,0,0,0,0,0]"
Gọi hắn là nạn nhân liệu có quá đáng hay không?,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Gòi bú fame để nổi tiếng hay gì,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Gói bo tay,"[0,0,0,0,0]"
"Góc nhìn của kẻ phản diện, bị ảo tưởng đến mức nghĩ rằng ngt chưa cưới là có thể chen chân vào à","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Góc mạnh hả con .chiến này rễ cũng bứng  nữa đừng nói là góc .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Góc khuất xấu sau những hình ảnh đẹp đẽ đang diễn ra .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Gõ vào cái mõm lão,"[1,1,1,1,1,1,0]"
GM hay gì má . Bao nhiêu tuổi mà trẻ con vậy tr,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giựt mồng ha  j vậy  trời. 🙄,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Giựt lờ àk bà tưng,"[0,0,0,0,0,0,0,0,0]"
Giựt đi. Biết đâu được. 🤣🤣🤣,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
"giữa sự sống với cái chết rất mong manh, hi vọng sau khi qua cơn nguy kịch tài xế cũng một phần nào đó thấu hiểu nỗi đau của ng đã mất cũng như gia đình của họ…","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
giữa sự sống với cái chết rất mong manh hi vọng sau khi qua cơn nguy kịch tài xế cũng một phần nào đó thấu hiểu nỗi đau của ng đã mất cũng như gia đình của họ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giữa một rừng camera mà đòi diễn trò hề này à! Chỉ cần check var là rõ mọi thứ ngay!,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giữa 1 xh thượng tôn pl. lại để những vụ án oan xảy ra. Dồn con người đến con đường đánh đổi này. Chán !!,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giữ tý liêm sỉ đi 😂,"[0,0,0,0,0,0,0,0]"
Giữ tự trọng lại đi mấy mẹ ơi ! Thấy mắc mệt dùm ghê àk,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Giữ tự trọng đi, nếu yêu quý bạn ấy thì nên giữ lại tinh thần cộng đồng thôi…Đừng vượt mức sáng bb3 onl mấy chị ạ","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giữ cái duyên lại bé gái ơi thấy nó hơi giãn rồi đấy,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giữ ăn toàn nhà các bợn,"[0,0,0,0,0,0,0,0,0]"
"Giỡn vui thôi, đừng vui quá mấy ní.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giỡn với pháp luật hả con,"[0,0,0,0,0,0,0,0,0]"
Giỡn với CB có cầm viết chứ selfie j nữa,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
giỡn v nên k trời :)),"[0,0,0,0,0,0,0,0,0,0]"
giỡn hơi qaa r,"[0,0,0,0,0,0,0]"
Giỡn chút thì vui chứ này là thấy bắt đầu vô liêm sỉ hàng thật chứ méo đùa nữa r đó,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Giới  trẻ bây  giờ  bất  chấp  Chúng  nó  câu  view để  được  lên sóng  Bất  chấp,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giờ Ý tớ cũng đang ở đó .Việt nam mãi đỉnh ￼￼.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giơ vn nhưng toàn phe phái trung quốc lên xuyên tac bịa dăt pha hoại mọi ngành nghê của vn đê chiêm lỉnh thị trương đó nên người có tai co dưc vi dân đều bị vùi dâp xuống hết rồi nguy hiểm qa còn j đê mât cái j của vn cũng đưa truyên thông bân nói hàng giả mi dân dê đưa hàng trung quốc vào đó mn cảnh giac,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giờ về thì khùng luôn chứ sống sao nổi nữa,"[1,1,1,1,1,1,1,1,1,1,1,0]"
"Giờ vẫn chưa hiểu tính nghiêm trọng đâu, tiền án tiền sự dính theo profile, sau này đi đâu, làm gì đều có tiểu sử thì nhục phải biết","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]"
Giờ trù cho ông này không qua khỏi được không ta chứ kẻ ác sao toàn sống thảnh thơi.Chỉ thương cho 2 cha con đã mất,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Giờ trả nghiệp nè.nó sống chắc không được bình thường . gì nó hai mạng người.đáng lên án thằng xét xử không công tâm . lương tâm chó ăn . đọc kết luật .t tức á . chó má cậy sức hiếp người ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giờ toàn là thứ khùng khùng ko,"[0,0,0,0,0,1,1,0,0]"
Giờ toàn ăn đồ hoá chất là biết bọn tham quan cở nào rồi.........,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giờ tình hình mới nhất sau rồi cả nhà ơi!,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giờ tin câu ác nó hay sống dai lắm 🤨🤨🤨,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Giờ tiểu tam nhiều thật,thất bại của việc làm người","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Giờ thở ra cũng bị đố kị. Sợ quá. Lòng yêu nước không có gì sai chỉ có những người đố kỵ là mãi không bao giờ đúng,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
giờ thì sống không bằng chết mong khứa tx vặt vẹo vầy tới hơn trăm tuổi để trả nghiệp,"[0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Giờ thì sống không bằng chết , mong khứa tx vặt vẹo vầy tới hơn trăm tuổi để trả nghiệp =]]]]]","[0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
giờ thì sống k bằng chết.,"[0,0,0,0,0,0,0,0,0]"
Giờ thì nụ cười đã tắt là thật 🤨🤨,"[0,0,0,0,0,0,0,0,0,0,0,0]"
giờ thì nổi tiếng là óc chó r :)),"[0,0,0,0,0,0,1,1,0,0,0,0,0]"
Giờ thì nhưng ai bao che cố tình bóp méo sự thật sẽ phải trá giá chắc là ko ăn ngon ngủ yên rồi mình thật sự đồng cảm vs ba của bé mong a dc siêu thoát còn tk gây tai nạn cầu cho nó khùng khùng điên điên để trả giá cho sự hóng hách,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Giờ thì mới cảm nhận được khạch sạn ngàn sao là đây chứ đâu,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Giờ thì mất tiền???,"[0,0,0,0,0,0,0,0,0,0]"
"Giờ thì mất tiền luôn chứ k phải mất đt , ngu thì nộp học phí cho khôn ra","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0]"
Giờ thì mất điện thoại là thật!,"[0,0,0,0,0,0,0,0,0,0,0]"
Giờ thì khó vẽ nụ cười thật luôn :))),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
